ID,TARGET
38766,73
57672,128
68106,34
34838,77
34499,76
10230,22
53262,118
1237,49
21050,42
5784,12
48093,106
59508,132
52695,112
28182,86
19244,42
55784,62
37973,84
21846,0
5581,52
20560,45
49390,109
45570,133
28066,3
33881,75
9917,22
35422,5
48106,66
1921,12
61801,51
15699,34
59312,131
15161,33
14599,37
57330,4
54056,122
29889,66
41652,92
46228,76
36930,82
52497,116
32472,72
32250,84
13425,29
60827,135
49714,110
20489,45
66334,103
56836,126
59265,135
2513,6
45760,108
41840,92
16242,36
25952,50
46685,119
32854,73
45832,101
32479,72
63333,140
61873,60
12385,27
1363,16
21315,108
58096,63
37537,83
26109,62
11988,26
37702,65
38112,84
57734,128
15760,35
49053,109
49581,105
8168,19
13126,17
51134,116
42220,93
39772,88
45383,100
29935,84
24936,13
17727,106
31137,69
67068,94
50501,112
47436,105
19238,100
60182,130
47715,73
37054,64
26102,57
54998,54
32620,72
50416,115
18718,41
23267,29
53471,1
62856,142
18920,42
15584,34
26988,52
16841,45
23198,29
29032,103
21090,105
19406,43
56648,62
594,5
17710,35
56355,43
46790,54
23024,52
61112,135
40115,89
3627,8
51315,117
20978,50
43637,96
19230,8
25205,60
62408,82
47495,105
26475,86
47377,105
62280,148
30699,76
31733,12
40131,89
31889,48
37333,82
43927,97
65574,70
339,0
17655,58
24554,48
16937,37
35751,41
25449,59
60711,131
21327,43
47025,75
44753,85
47945,106
34286,76
12224,27
34066,75
36609,81
50092,111
33927,75
37874,84
52829,117
46886,105
17197,38
46538,58
21655,0
62984,84
8015,18
59052,131
18937,42
33194,81
23086,51
7771,29
52104,115
21897,15
27900,119
47093,107
36452,81
53752,119
24906,19
60765,135
9009,20
1541,3
35455,86
55743,123
59992,133
38153,84
47604,117
16798,37
52919,117
23201,50
47574,105
67811,57
11458,25
32130,106
11415,2
49654,111
9334,20
26274,59
5748,12
18722,48
17644,114
57660,132
50213,111
22162,10
42077,137
39631,46
37735,83
67373,100
17059,1
25288,60
20788,46
50832,115
58095,61
5141,15
40272,89
32152,66
17057,37
63317,140
32512,85
44230,98
11847,27
33663,74
12816,28
4121,5
39837,40
3874,50
49159,19
62994,139
34093,75
61847,137
3245,19
59572,132
56098,124
44047,97
25265,48
56980,63
41109,100
6007,2
8991,19
42067,93
21643,57
59636,124
49336,109
42042,93
20938,124
10371,27
36718,81
25491,59
45789,101
35630,79
45171,100
16530,36
57671,128
9233,20
66393,58
16477,36
27534,59
37816,84
8841,16
64828,144
11441,25
51386,124
35916,79
42060,93
61761,69
38434,85
63367,10
774,1
28485,55
11017,24
45527,100
32301,74
61278,136
660,2
34814,77
66814,150
4172,25
63631,70
32982,73
26025,48
4635,10
68153,57
38818,73
9809,21
53464,118
67638,83
54413,120
33252,73
7945,12
1557,3
18602,41
35203,73
60717,35
16275,36
26589,60
39708,88
33398,75
60830,135
65068,54
65464,57
27689,127
26874,15
65347,44
24950,55
38749,77
44426,32
1399,25
52377,112
19327,42
14259,5
46716,127
30464,114
8996,22
5838,12
16459,36
51817,115
34570,76
31818,114
57724,128
30264,67
14286,19
44391,7
6304,19
62785,139
54417,97
23700,4
22841,5
29981,67
41610,92
20764,117
28979,71
3351,4
5824,12
21625,56
29550,67
10233,22
59488,132
68342,57
26516,67
8575,19
64547,143
24505,54
60515,42
8815,5
66288,60
2738,6
43460,96
6472,14
67446,56
47056,124
24999,25
64679,139
31925,70
47301,105
56643,125
32009,71
25364,133
46516,127
56672,21
58536,130
9169,20
16307,36
33237,73
38163,76
20165,132
64922,146
41265,92
30581,67
3892,5
40049,88
23232,27
35005,77
36366,80
57335,123
39744,88
17104,38
2989,6
3243,20
8126,18
56538,125
18440,40
23213,3
53898,119
20796,46
67417,33
4735,11
30866,68
61660,76
47786,114
30390,67
51121,48
53444,123
4538,5
10091,22
60763,135
61473,144
49184,109
48632,108
45942,69
50301,111
58265,55
65222,134
28565,129
35867,79
16785,37
39353,79
31704,44
40434,89
54386,116
25619,50
22653,15
46704,127
23033,3
44482,84
10021,3
3679,8
1281,55
23655,20
40261,89
1494,3
45410,70
32049,71
15287,33
41293,91
25617,48
831,10
41766,69
42774,130
8985,16
7831,20
61950,35
57272,127
16390,36
14593,39
58675,130
61655,112
2416,28
63190,25
37190,0
5751,12
7666,17
15028,33
58687,130
49832,48
30206,67
56298,125
1422,3
1408,3
2391,5
58722,130
60439,135
48546,107
33787,75
63795,45
12831,28
9307,20
9982,3
43773,97
42241,118
49205,106
46181,74
49754,116
63582,141
28772,65
19553,123
1230,2
2491,10
66266,122
33959,75
54267,121
62129,97
28116,13
55731,123
31946,74
61193,131
56586,60
12888,27
19961,44
1299,0
36597,75
16707,45
77,16
57156,36
35388,6
12079,26
31726,70
26161,59
52303,116
12508,27
19598,54
41859,93
4162,52
52625,22
62735,139
62609,57
18909,42
56265,48
30992,76
8076,19
25384,59
48245,122
23023,51
32332,83
51534,114
44929,99
19734,44
30858,68
40866,103
23351,27
23212,25
6677,14
51656,114
10198,21
23885,53
849,2
18582,41
68274,96
15736,34
44829,72
64986,146
20226,44
7353,16
7145,15
33265,73
41468,92
62966,139
52017,115
45413,109
16156,51
68239,60
12703,19
4520,29
2159,4
19012,114
8778,4
12179,26
35284,78
1077,2
47228,99
29875,66
45136,109
67647,57
66369,62
46,0
28047,125
8374,26
27769,50
62723,139
25067,55
13515,30
27023,60
36427,85
51169,58
44427,13
41714,92
31847,70
10161,22
65761,86
24773,19
65557,57
48097,106
44312,134
57716,78
2949,10
52238,116
46249,99
52402,10
51847,115
51572,49
3370,29
52998,117
22631,14
8029,17
42795,95
37022,64
6844,15
37546,77
23873,5
38755,2
65861,60
12026,21
35031,77
66016,106
26,0
47449,115
42326,94
29560,108
28751,63
38658,32
40271,89
8969,26
92,24
66786,144
58647,121
26193,59
40914,90
34446,76
30309,67
19779,43
11377,25
10779,23
13696,30
49021,108
59611,132
15236,50
15344,34
14309,31
14913,33
50526,118
44331,125
54606,121
52921,117
16316,56
17021,37
10924,24
64487,139
51347,26
52532,119
8157,22
38400,85
1358,3
39681,88
8262,30
23621,14
46109,123
36786,111
49052,109
67438,58
34240,76
46846,72
5232,2
63359,17
26005,60
38770,126
65548,106
33372,69
65994,146
12005,26
21184,47
38539,85
12010,2
63348,140
65048,101
37007,82
40927,90
40949,90
39254,87
55725,123
35374,79
10079,22
59536,60
48496,107
62346,67
45389,9
7732,17
31379,87
33255,73
33652,74
6546,2
38774,59
15574,34
18675,41
2869,6
3687,48
21903,56
42805,95
18995,42
50264,116
4393,13
13410,20
64683,143
42068,93
33665,74
35620,81
36810,81
29128,45
1264,4
66650,56
47474,105
53109,6
48563,79
15948,56
40465,89
60527,135
22447,49
49699,111
16845,37
14840,37
17184,30
36257,107
50619,118
62565,12
45774,101
8044,17
25560,116
50187,111
45070,100
63247,46
23008,24
55340,34
8914,27
32687,4
49919,111
32053,71
47295,105
48776,82
6559,14
11996,26
32554,72
51981,115
49035,100
39833,88
62348,74
64918,103
5609,22
1076,5
7179,15
1708,3
36665,81
35843,79
55926,124
24102,53
17035,32
35839,79
41400,92
38084,83
56362,123
23757,52
55057,122
45458,10
50771,5
121,53
19326,99
17528,39
13614,30
64380,128
4973,2
429,0
29860,66
28693,58
38403,85
20550,133
35311,78
46284,104
50384,111
54241,120
53188,118
33090,73
234,28
1746,3
3775,16
52002,115
19328,63
63877,107
49656,103
45173,17
62657,143
60323,131
6956,29
42204,138
63734,141
15685,34
4723,10
13060,29
59789,132
44139,114
54509,124
15168,37
19977,44
26159,48
40597,90
57123,114
30252,67
13572,25
43462,109
22203,15
8767,19
62841,81
28596,14
67482,145
18059,114
38101,84
21513,44
15427,34
27025,48
66520,111
45272,15
20571,45
12542,19
42128,93
41019,91
24931,55
32306,74
48470,99
46632,81
56434,112
48089,106
38229,83
6592,29
68100,146
16365,36
15142,125
54382,115
21756,51
25595,50
40112,89
50810,1
66688,61
54815,124
31506,112
8886,20
48460,107
521,1
20455,40
38623,85
13742,30
25707,43
64220,137
51565,133
9794,21
41500,92
12116,21
32214,84
4695,62
29078,116
37277,82
314,0
43776,97
50909,49
67665,106
65551,128
52461,116
62582,60
18245,40
62719,12
13089,2
28238,50
32324,71
53021,21
40100,89
47285,105
20878,46
5696,12
46030,100
49544,50
65738,59
391,28
12709,28
42717,99
32209,65
37459,122
10716,23
49356,109
14185,31
43295,71
21607,56
63557,141
50181,111
60591,15
7001,29
35242,125
13450,17
22094,5
63770,78
22221,12
54725,121
44636,121
44020,114
42327,94
51087,99
25433,56
5844,28
47483,14
8071,11
15729,42
39049,86
50117,111
43968,37
29371,105
44987,99
45777,25
62097,52
16637,82
11597,29
7184,11
8069,0
40167,94
12106,25
49244,96
2511,5
34173,75
11083,24
51157,118
5579,12
66854,129
60243,133
10610,5
38172,84
33297,73
56334,125
27065,60
14289,31
21659,14
52249,50
33116,75
67101,149
50234,111
62899,13
7956,17
10549,23
2668,16
58611,98
20936,48
14373,16
14729,101
8923,26
24996,20
22589,5
9895,54
44382,100
63266,140
44333,98
61516,113
26634,130
63063,140
375,0
64050,54
38968,86
20601,45
34238,76
22880,29
29865,128
21358,58
62808,139
58607,128
45528,66
15289,33
872,62
1694,3
28407,59
66385,145
52138,115
4964,18
33666,74
17212,43
9525,25
38008,84
3873,53
61675,137
26099,59
59715,60
10295,16
41286,91
4041,8
55922,124
60500,132
13415,16
37427,83
55307,124
36273,124
18642,126
68313,126
46073,96
27573,56
13464,29
1525,10
64527,143
65921,58
27564,52
21366,42
57487,39
13917,30
27725,61
50958,17
53501,118
34797,77
53315,118
51091,17
38792,86
38742,86
11242,24
60661,54
29158,64
66953,121
58601,125
2386,5
50105,111
55615,123
62379,138
64185,50
55865,124
7282,16
17768,33
39123,73
29991,66
27988,45
37340,82
65484,57
24385,4
67173,149
32617,72
33675,99
36544,116
45658,101
32445,72
67271,148
28147,59
35983,72
13443,29
46494,72
46023,99
56583,7
59915,122
9736,48
58721,130
16852,37
47213,108
18616,133
9827,21
7861,25
15841,35
6622,14
112,21
65959,54
17363,48
18894,37
14132,31
16795,37
35246,62
50288,111
15931,59
45492,101
56336,112
33698,104
55645,1
38171,84
34729,77
22694,21
60037,133
40384,89
50870,22
45377,100
53125,50
11538,25
26642,51
30531,67
17125,125
10784,23
14587,37
56976,126
61983,87
42781,95
58901,130
47547,105
37286,102
18305,40
26760,48
29937,58
27677,50
42831,95
22010,8
39597,87
36334,85
10299,30
13310,29
54516,124
27091,55
60374,7
59428,132
1530,3
28943,114
51698,114
33221,73
25339,15
40161,91
7160,18
49490,109
63548,141
16847,37
36853,81
66210,58
58632,130
62520,138
49673,120
62590,143
1940,19
34438,76
2811,29
58999,135
28395,63
65006,59
19350,108
690,1
16715,37
13338,29
14279,19
7734,28
9997,22
5123,54
62126,138
18388,61
24467,0
49633,105
50692,119
10471,18
23960,7
52465,121
28547,52
55642,123
64813,58
31780,67
46374,78
17092,32
42098,93
64485,143
17353,32
18145,37
26804,8
10005,22
27481,60
52954,117
27129,61
64243,32
67933,87
5161,30
8284,52
60067,133
12208,21
26727,147
30237,67
24,0
36428,80
63008,140
24700,26
42928,95
66389,108
20320,45
60525,135
23400,52
53223,118
1599,3
52014,115
10910,27
26482,58
32019,71
21534,8
63619,63
35013,77
38196,84
21763,48
30125,66
30090,65
12155,19
49610,111
18420,40
13754,30
46039,70
32907,49
65532,81
30301,67
49187,109
40125,89
12694,28
21131,119
65217,64
45661,101
4570,10
11492,25
15696,34
981,2
20697,141
20832,46
6911,29
3708,10
15487,34
1510,3
15677,34
44032,97
28529,63
33687,58
33025,86
8190,18
897,1
60082,60
34156,75
20535,40
42890,95
59843,132
68384,81
63087,140
24387,54
43775,49
61747,1
26480,41
51170,119
30418,67
35667,72
59520,132
58626,130
32500,72
30686,68
63896,45
22089,16
22267,49
3322,7
47901,100
43803,97
32664,80
39889,88
37945,84
26083,9
20264,130
64713,9
16987,121
2129,16
10703,23
61561,18
14317,31
37559,83
45635,59
54307,115
51097,45
53148,49
68145,127
15679,58
29814,69
22039,16
19292,42
46678,73
19933,44
23435,52
53645,119
18289,45
32146,70
26596,59
17763,35
47703,104
36189,77
13528,30
19889,44
30467,67
20823,46
42256,93
15684,34
43556,96
68139,34
3715,8
18977,42
21523,47
9825,6
1894,4
10724,20
51168,8
43840,123
65781,144
21272,47
34265,76
16591,36
52649,116
54532,124
41065,91
30642,68
48986,108
9109,20
58576,63
38994,86
55632,123
5283,52
2588,2
16796,45
50493,118
30302,67
1548,3
37470,114
11531,25
50774,112
58796,135
54175,117
49665,110
55272,49
33284,73
59398,131
48483,107
51852,115
16318,61
32034,84
54760,116
11838,52
25715,49
32686,72
51799,54
37472,83
6548,2
28705,134
35154,24
31588,70
52796,125
406,0
14056,11
2452,29
46160,47
23346,54
15055,38
30880,76
21490,47
23313,20
65433,122
31624,70
27804,61
58033,133
35748,79
39899,67
60555,128
63462,136
55220,127
21400,47
11595,25
52499,116
33777,75
17526,112
26086,55
63638,141
17490,130
44424,98
20741,46
31411,69
24544,15
23939,53
38359,85
2521,5
30354,115
17787,39
21529,125
35716,87
35354,80
34207,76
48095,106
52384,58
49042,58
44741,99
36328,77
64938,57
39584,87
62832,139
19552,116
31051,48
41680,92
37216,108
2264,29
59404,57
55022,114
66286,125
6382,14
7982,17
67974,58
55589,123
36932,82
59427,132
13243,16
26164,58
22553,50
56135,124
13368,20
42986,95
30314,67
18630,41
47583,105
10530,23
46423,62
6467,5
8333,18
62531,138
24549,53
29174,83
61714,126
4617,10
65309,104
23653,14
2109,28
14999,121
4256,9
28408,63
24970,21
39386,79
16140,132
38304,85
56790,113
25699,8
38674,85
24427,55
45546,54
61820,8
35480,78
6746,8
12999,28
21808,49
53959,58
53418,48
38547,85
47363,105
1394,3
1560,30
53066,117
26601,50
3661,0
22250,29
46863,107
10976,28
59564,132
19426,98
14574,62
44270,114
2246,27
34375,76
51715,3
36332,122
50451,112
41003,48
19123,138
13657,16
68243,146
58132,133
54435,120
44580,120
41256,91
9317,20
47199,129
45395,100
52474,8
31717,84
10801,24
25868,129
16155,35
63,0
28826,70
6177,29
36528,81
9999,22
27124,62
16834,122
38965,86
16006,60
60472,128
35043,77
39602,88
57268,127
42734,146
9703,16
60376,116
6861,15
51396,114
24481,54
62806,143
41243,91
59117,135
59230,131
7888,19
29411,52
40299,89
12950,28
8948,19
7566,18
41246,91
15700,34
33529,74
51130,114
1913,20
3339,7
44827,115
22012,9
32654,72
64466,1
47279,105
34779,112
1171,2
19482,43
20586,98
2268,5
54822,21
28989,76
61764,62
31021,68
23601,31
62035,47
4726,10
5624,12
65571,65
32842,72
36411,80
27366,61
20603,45
25695,49
1505,3
8196,18
67274,46
31184,116
33626,74
65810,141
45850,103
46492,21
65911,60
19554,43
40310,89
39342,87
55523,123
50740,115
42824,95
47307,59
58172,132
65444,145
24859,55
54334,48
23296,25
15020,35
54270,120
22706,59
1339,2
7752,0
35108,77
60242,133
20194,44
3404,21
32190,71
15304,34
8464,30
4326,5
29353,62
23831,54
43470,82
25296,51
7938,29
9509,0
5212,53
50652,119
47489,110
5349,19
40118,89
43271,78
15146,65
49693,120
29738,66
58298,132
31810,84
40736,118
31251,107
26267,60
59976,133
1145,2
67597,59
28291,22
9960,22
66471,91
32569,72
49172,82
25909,150
68222,57
4400,9
62368,62
19434,144
11833,26
54434,126
20908,49
35407,86
17280,82
20545,40
55724,123
37563,83
14828,120
47250,105
23494,26
23722,24
33835,75
41193,91
58932,130
18022,44
34673,77
35069,77
27802,52
63356,140
55614,123
25542,43
4987,28
6617,30
61031,131
5949,13
46382,120
47548,105
15863,35
32874,73
22001,21
36000,80
61691,40
39391,87
30361,114
60754,131
12509,27
48145,82
55242,126
17511,39
62601,143
21835,21
31645,74
34557,76
36018,114
58710,48
25680,61
26953,58
41164,91
68252,59
23963,8
41155,91
17335,38
59487,129
1948,26
7588,16
14855,33
40021,88
10742,17
180,0
31850,70
37713,83
9224,20
12091,25
65850,148
11569,29
67390,35
54242,120
31207,116
58812,130
3145,4
7258,22
31478,69
7337,21
3967,8
65971,108
13960,31
9636,21
5554,12
21110,35
1741,5
49475,106
19793,41
5056,11
61491,100
27278,57
62759,69
6431,6
43041,95
2820,28
65969,146
11922,56
52815,117
26341,58
44403,147
725,26
45226,100
25146,55
15842,35
57152,122
1380,25
59968,21
57640,133
47382,105
29967,66
25810,60
30653,68
48802,108
48509,107
6127,49
61298,27
12529,27
855,15
52699,125
62349,115
54956,122
36938,61
8139,6
3984,8
66481,147
60485,15
20206,44
20322,45
35025,77
55714,127
58000,60
42285,102
21900,27
44767,26
26135,130
27912,107
34525,76
13138,29
29536,65
16089,35
7084,53
28774,55
55224,114
6958,25
19613,58
17999,39
30547,74
58217,129
67654,120
61289,136
28306,14
47445,55
53680,119
23189,25
43356,100
26358,47
29469,65
56119,5
23964,12
17629,36
23144,19
22646,50
4158,9
34002,69
24337,55
23605,48
60970,131
47523,105
1537,3
15334,34
67611,46
36495,81
47226,122
20924,59
59668,132
20436,45
24128,50
43829,97
28009,55
28917,64
49884,22
23013,51
10156,22
38731,86
60898,131
60852,135
4761,10
61139,131
21801,28
42584,93
46574,99
17574,39
60091,133
41216,91
6046,18
48339,107
28428,61
27610,51
23681,8
12343,51
64740,129
49984,111
54268,120
57901,114
45244,100
50896,50
13636,30
27460,13
15080,98
45983,96
37570,83
48832,108
41272,88
54163,120
30018,67
15956,35
49558,110
35146,78
50262,111
29377,50
60847,131
20275,45
59677,132
67651,149
35568,79
38765,77
6347,30
58438,17
31691,70
35409,86
39729,88
28141,59
34253,76
1702,3
12089,25
18310,103
31750,5
19503,35
31519,69
21522,119
37490,122
65294,145
52818,117
6701,17
27728,49
59233,131
12754,28
64811,134
37343,63
30557,67
51289,113
15642,34
59661,132
40829,90
25459,57
49976,111
65067,150
5557,16
29433,114
19241,98
34052,75
58389,129
20505,135
51857,28
5456,12
14709,33
60596,129
18701,52
6743,52
5508,12
12285,27
12258,27
47976,113
41782,92
63315,140
55327,10
1065,26
37908,84
50078,111
38618,85
26373,50
19860,44
3298,3
39943,88
43743,37
27826,60
28937,119
9645,6
28437,137
18963,34
36554,87
42461,94
6607,14
27840,51
1615,27
42119,93
24704,54
64998,71
29846,66
9229,12
37017,82
64743,143
33213,77
35670,79
33830,75
16534,11
16445,36
18671,41
27808,8
24883,146
38069,84
2568,12
53984,119
23365,30
51362,52
62316,105
27774,60
18082,50
9683,12
5986,13
2397,19
53678,119
60607,135
64749,129
28217,53
27240,6
46982,75
58252,129
54713,121
43854,97
6008,6
23461,52
17033,39
22644,13
32186,71
68327,53
2137,29
21696,24
66187,60
56957,126
9278,20
10727,23
56209,26
65758,59
19727,7
22330,49
27412,12
1037,2
64799,143
22474,49
39699,88
51009,13
61034,131
27388,60
3367,7
40324,92
23723,51
15059,15
27658,61
5619,19
37501,74
22232,10
2649,27
65074,144
23867,62
48592,29
22659,43
9075,20
42076,118
68008,94
967,21
63654,141
25283,57
42892,95
68325,146
50776,117
6384,19
21218,112
42226,16
10191,59
11324,25
511,1
66743,148
27168,54
13435,19
28808,0
51978,115
49463,109
59473,133
1909,4
59371,131
66915,147
65123,149
7877,17
50137,111
40679,90
57020,120
58173,129
62312,63
37858,68
60561,28
12134,25
10848,51
2751,6
65947,104
8143,18
1565,3
67600,114
62771,50
51064,113
42804,95
38195,84
31867,57
46852,107
11784,28
35308,78
3862,8
42260,81
5768,12
13590,30
30362,99
26470,98
59065,131
26304,11
10409,20
60360,134
13906,30
7027,5
42988,95
63741,133
13836,29
8523,18
2716,6
62384,84
43960,101
10838,24
42803,95
62435,15
61124,135
37578,83
60960,15
1012,18
53934,119
22630,2
58114,63
11957,26
39688,88
31690,74
10684,23
43772,101
31111,69
45959,102
38328,85
40157,92
30422,67
34813,77
41342,91
27162,49
47650,105
6766,30
45600,101
49517,115
32883,73
49358,103
58884,131
62451,46
49579,107
44737,46
67569,90
29796,67
48657,108
30608,68
30368,84
47760,106
570,6
30104,66
43384,66
21842,48
62997,139
63392,140
43512,99
34898,79
35955,79
62447,138
65027,125
68037,63
42511,46
6271,16
20795,46
60423,135
5427,12
43658,83
61948,61
66597,147
32572,80
4863,28
66940,119
2773,6
42328,94
16509,36
18580,101
51141,85
48071,6
23779,11
22088,49
50244,111
40264,89
40155,89
14147,18
1223,2
53562,127
67847,141
64127,95
12674,28
27003,11
29809,122
54125,120
58106,121
51439,25
24861,20
35155,63
19969,44
22155,57
58253,43
64786,143
15428,34
41552,92
62044,137
62654,54
37929,84
31951,71
46129,143
66365,60
66704,59
55215,15
26661,114
61591,120
8645,18
10696,3
13529,30
12917,1
22897,25
34490,76
61182,135
56464,123
65878,54
17957,39
67932,145
57340,41
28659,5
56255,125
34649,76
32271,83
20988,41
8386,54
20852,41
24695,51
29647,58
67209,149
21284,47
32414,72
19942,44
27748,57
27296,62
64971,61
13053,4
20616,45
39626,82
24529,3
3188,7
23053,20
8130,5
64411,123
51972,115
11363,25
59466,60
47292,105
21195,39
59511,132
43500,50
67492,57
63455,141
20730,96
4228,9
45059,100
56660,123
37023,82
10025,22
20974,42
35087,77
61218,63
22041,53
55560,123
40260,89
54670,116
22369,0
1662,3
22768,49
62461,133
54905,74
38330,85
49970,112
5227,11
42487,94
15221,33
39615,88
56192,121
48905,108
50417,117
50768,62
4633,10
51292,118
55496,29
64783,143
36673,81
65668,58
29155,124
47456,110
22014,48
66959,146
47743,105
64497,143
4713,10
6115,16
44327,122
8476,18
4771,10
50543,119
24932,55
49900,126
57789,128
51989,115
34424,76
6797,55
34025,75
20817,41
44262,106
41882,93
22062,27
66845,58
440,1
60250,60
2854,6
13386,20
38446,85
11259,25
23054,21
45701,118
12965,4
37919,84
30434,84
51176,17
38375,85
6962,28
50049,111
4598,10
49163,109
61854,123
66075,72
54321,123
35414,78
16571,36
64106,70
4410,10
40562,39
43304,100
27623,61
14460,40
1407,27
5821,12
36795,116
47336,105
30775,76
60068,2
19826,44
47281,105
16389,36
43526,60
28033,50
39979,88
12147,56
5952,29
22601,15
22154,52
52610,116
58893,130
51910,115
67885,36
60019,133
43720,97
34214,76
37549,83
42502,94
27635,133
21306,100
18922,42
62831,139
13976,26
61273,149
27674,59
59322,131
48895,100
34601,76
21715,49
24634,54
17498,61
33121,73
22161,50
56008,124
30746,68
36640,60
42027,93
45227,124
37532,83
32317,74
21446,47
46093,67
24437,8
12291,50
22598,122
50211,111
24217,53
7235,16
57833,128
46890,77
18641,63
17138,50
21734,52
46205,42
40203,89
431,52
53928,119
7807,19
52646,118
6929,54
39496,87
48141,109
47254,75
20238,44
38270,85
61541,17
67350,105
45150,100
6427,59
36679,122
32350,99
37692,72
48903,108
67990,76
13634,30
35778,124
18048,44
41402,92
63384,54
62672,139
49323,109
7547,27
44558,24
41351,91
29922,66
4533,10
29750,66
25666,61
34271,76
51663,114
25722,51
67398,149
6366,20
37604,57
17244,60
49431,121
65130,133
41881,93
13586,3
11327,27
30915,68
41597,92
45122,100
49391,109
66281,61
13139,29
59849,132
65857,79
5757,12
30776,76
45848,54
32819,72
62218,58
60162,133
39815,88
35459,78
62678,139
43157,122
27087,50
19701,43
50061,111
5704,5
32104,71
48407,107
42879,95
32642,122
49486,109
15548,34
67318,58
61064,135
43712,60
60856,131
46682,52
32978,57
12894,28
68022,59
39995,88
61219,136
56954,48
21907,54
48227,107
37321,48
40938,90
16074,35
36106,2
64231,122
21031,46
57865,132
16353,36
10898,24
